"","code","name","management","admin.female.total","admin.total","fulltime.female.total","fulltime.total","part.female.total","part.total","admin.female.ratio","fulltime.female.ratio","part.female.ratio"
"22054",31016,"Government Degree College, Bukkapatnam","State Government",0,1,0,4,1,7,0,0,0.142857142857143
"22061",31029,"Dashmesh Khalsa College, Muktsar","Private Aided",0,1,0,2,10,20,0,0,0.5
"22063",31033,"D.M. College of Education, Moga","Private Aided",1,1,2,4,2,4,1,0.5,0.5
"22065",31035,"D.M.College, Moga","Private Aided",0,1,10,18,24,39,0,0.555555555555556,0.615384615384615
"22068",31039,"DD Jain Memorial College for Women, Ludhiana","Private Aided",1,1,24,25,33,33,1,0.96,1
"22071",31044,"Dashmesh Girls College Chak Alla Baksh Mukerian","Private Un-Aided",1,1,18,18,33,34,1,1,0.970588235294118
"22073",31047,"Khalsa College of Education, Muktsar","Private Aided",0,1,3,3,2,3,0,1,0.666666666666667
"22076",31054,"Malwa Central College of Education for Women, Ludhiana","Private Aided",1,1,4,7,17,17,1,0.571428571428571,1
"22078",31063,"PANNA INSTITUTE OF COMPUTER SCIENCE PANNA","Private Un-Aided",0,1,5,8,1,4,0,0.625,0.25
"22083",31070,"RAJIV GANDHI INSTITUTE OF COMPUTER & INFORMATION TECHNOLOGY BURHAR","Private Un-Aided",0,2,5,8,0,2,0,0.625,0
"22089",31080,"GEETA VERMA INSTITUTE OF TECHNOLOGY CHHINDWARA","Private Un-Aided",0,2,6,8,2,4,0,0.75,0.5
"22093",31086,"PROMINENT ACADEMY OF COMPUTERS EDUCATION JABALPUR","Private Un-Aided",0,1,2,2,0,1,0,1,0
"22094",31087,"NISTHA INSTITUTE OF SCIENCE & TECHNOLOGY AZAMGARH","University",0,1,0,1,0,2,0,0,0
"22095",31088,"BHARDWAJ COMPUTER TRAINING INSTITUTE CHHABRAGUGOR","Private Aided",0,1,0,2,1,1,0,0,1
"22102",31097,"SADGURU INSTITUTE OF COMPUTER STUDIES CHITRAKOOT","Private Un-Aided",0,1,0,6,0,2,0,0,0
"22106",31102,"KHANDELWAL COMPUTER RESEARCH INSTITUTE ALWAR","Private Un-Aided",1,2,3,4,4,6,0.5,0.75,0.666666666666667
"22109",31106,"VED MAHILA MANDAL JABALPUR","Private Un-Aided",1,1,2,2,1,2,1,1,0.5
"22112",31110,"CHHOTANAGPUR INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT , DHANBAD","Private Un-Aided",0,1,0,2,1,4,0,0,0.25
"22113",31112,"BHARTIYA INSTITUTE OF PROFESSIONAL STUDIES UJJAIN","Private Un-Aided",1,1,19,21,3,4,1,0.904761904761905,0.75
"22116",31117,"BANARAS INSTITUTE OF TECHNOLOGY & MANAGEMENT VARANASI","University",0,1,0,3,0,4,0,0,0
"22120",31122,"MAHATMA GANDHI INSTITUTE FOR COMPUTER SCIENCE & TECHNOLOGY JABALPUR","University",2,2,5,7,4,4,1,0.714285714285714,1
"22125",31128,"AGGARWAL INSTITUTE OF COMPUTERS HANUMANGARH JN","Private Un-Aided",0,2,1,2,1,1,0,0.5,1
"22127",31131,"NEO-TECH COMPUTER INSTITUTE PIPARIYA","Private Aided",0,1,2,5,0,1,0,0.4,0
"22128",31135,"A.P.N.P.G. COLLEGE BASTI","Private Un-Aided",0,1,2,5,0,2,0,0.4,0
"22140",31157,"DESIGN EDUTECH JABALPUR","Private Un-Aided",1,1,4,8,1,2,1,0.5,0.5
"22145",31170,"LAXMIBAI COMPUTER ACADEMY PANAGAR","Private Un-Aided",0,1,2,3,1,1,0,0.666666666666667,1
"22146",31171,"INSTITUTE OF INFORMATION TECHNOLOGY & SCIENCE NAJIBABAD","Private Un-Aided",1,2,0,5,0,2,0.5,0,0
"22155",31191,"CHITRAKOOT INSTITUTE OF COMPUTER SCIENCE & TECHNOLOTY KARWI","Private Un-Aided",0,2,3,12,1,3,0,0.25,0.333333333333333
"22160",31200,"P.C.L. COMPUTER EDUCATION BETUL","Local Body",0,1,4,6,1,1,0,0.666666666666667,1
"22164",31207,"EDITWORKS SCHOOL OF MASS COMMUNICATION,NOIDA (DELHI NCR)","Private Un-Aided",0,1,2,6,4,7,0,0.333333333333333,0.571428571428571
"22173",31217,"ACTI COMPUTER RAHLI","Private Un-Aided",0,1,0,3,1,2,0,0,0.5
"22174",31218,"ALMA COMPUTER EDUCATION CENTRE GADARWARA","Private Aided",0,1,5,8,1,2,0,0.625,0.5
"22176",31220,"LOGICAL CONCEPTS COMPUTER EDUCATION SEONI","Private Un-Aided",0,1,2,4,1,1,0,0.5,1
"22181",31226,"UTKARSH ACADEMY FARRUKHABAD","Private Un-Aided",1,2,2,4,1,1,0.5,0.5,1
"22183",31228,"AJMERA INSTITUTE OF MEDIA STUDIES, BAREILLY","Private Un-Aided",0,1,1,1,0,2,0,1,0
"22185",31232,"IBM ADVANCED CAREER EDUCATION BARRACKPORE","Local Body",0,1,4,9,5,8,0,0.444444444444444,0.625
"22187",31234,"K.K. EDUCATION INSTITUTE JABALPUR","Private Un-Aided",0,1,5,6,0,1,0,0.833333333333333,0
"22188",31235,"MASTEK ACADEMY BHOPAL","Private Un-Aided",1,1,3,5,0,1,1,0.6,0
"22191",31239,"DIGITAL POINT IT EDUCATION , SAGAR","Private Aided",0,1,0,2,2,5,0,0,0.4
"22192",31240,"SAMPOORNA COMPUTER'S EDUCATIONAL GROUP BHOPAL","Private Aided",0,1,4,5,2,3,0,0.8,0.666666666666667
"22196",31252,"VIDYA INSTITUTE OF COMPUTER TECHNOLOGY SHAHDOL","Private Un-Aided",0,1,1,2,0,3,0,0.5,0
"22198",31255,"DATACARE INSTITUTE OF INFORMATION TECHNOLOGY SATNA","Private Un-Aided",1,2,2,5,1,3,0.5,0.4,0.333333333333333
"22200",31258,"RUNK COMPUTER CENTRE JABALPUR","Private Un-Aided",1,1,3,4,1,2,1,0.75,0.5
"22201",31259,"NICE INSTITUTE OF COMPUTER EDUCATION , MANDLA","Private Un-Aided",0,1,16,18,1,1,0,0.888888888888889,1
"22203",31262,"FILM INSTITUTE OF e-MITS LUCKNOW","Private Un-Aided",1,1,3,10,2,19,1,0.3,0.105263157894737
"22205",31264,"BARHI COMPUTER SCIENCE AND JOURNALISM INSTITUTE BARHI","Local Body",0,2,1,3,2,3,0,0.333333333333333,0.666666666666667
"22216",31281,"SECT LEELAWATI INSTITUTE, BALAGHAT","Private Aided",1,2,4,9,1,1,0.5,0.444444444444444,1
"22223",31291,"DAKSH ACADEMY DHAR","Local Body",1,2,9,15,4,7,0.5,0.6,0.571428571428571
"22228",31297,"INDIRA GANDHI COMPUTER TECHNOLOGY BEOHARI","Private Un-Aided",0,1,4,6,2,4,0,0.666666666666667,0.5
"22236",31313,"RAJIV GANDHI INSTITUTE OF COMPUTER TECHNOLOGY ASHOK NAGAR","University",0,1,2,7,0,2,0,0.285714285714286,0
"22241",31321,"GANDHI INSTITUTE OF SCIENCE AND TECHNOLOGY BHOPAL","Local Body",1,1,0,4,0,1,1,0,0
"22244",31324,"RAJIV GANDHI INSTITUTE PANNA","Private Un-Aided",1,2,6,10,1,1,0.5,0.6,1
"22245",31327,"COMPUTER POINT BHOPAL","Private Un-Aided",1,1,0,1,4,6,1,0,0.666666666666667
"22247",31330,"ARC NET COMPUTER EDUCATION CENTRE BHOPAL","Private Un-Aided",1,2,5,7,1,2,0.5,0.714285714285714,0.5
"22248",31332,"J.M. COMPUTER ITARSI","Private Un-Aided",1,1,1,3,2,9,1,0.333333333333333,0.222222222222222
"22250",31336,"MAIPS INSTITUTE GWALIOR","Private Un-Aided",0,2,1,3,0,4,0,0.333333333333333,0
"22251",31338,"CYBER INSTITUTE OF MANAGEMENT MEERUT","Private Un-Aided",1,1,2,6,1,3,1,0.333333333333333,0.333333333333333
"22252",31340,"SUBHEDAR INSTITUTE OF COMPUTER EDUCATION SAGAR","Private Un-Aided",0,1,2,4,0,1,0,0.5,0
"22253",31341,"NAVANKUR COMPUTER SIRONJ","Local Body",0,1,3,6,2,3,0,0.5,0.666666666666667
"22254",31342,"SHRI RAMSNEHI SHUKLA INSTITUTE OF SCIENCE & MANAGEMENT BAMOURGAON","Private Un-Aided",0,1,2,2,2,2,0,1,1
"22257",31350,"JET-POINT COMPUTER CENTRE BHOPAL","Private Un-Aided",0,1,0,1,4,10,0,0,0.4
"22264",31361,"KUMAR INSTITUTE OF MANAGEMENT & INFORMATION TECHNOLOGY","Private Un-Aided",1,2,2,4,0,2,0.5,0.5,0
"22271",31371,"CAREER COMPUTER INSTITUTE OF INFORMATION TECHNOLOGY , NOWGAON","Private Un-Aided",1,1,4,4,0,2,1,1,0
"22274",31376,"CITY CENTRE OF MANAGEMENT & INFORMATION TECHNOLOGY JABALPUR","Private Un-Aided",3,3,2,2,4,6,1,1,0.666666666666667
"22278",31381,"RAJEEV GANDHI INSTITUTE OF COMPUTER & INFORMATION TECHNOLOGY , SHAHDOL","University",0,1,6,11,0,2,0,0.545454545454545,0
"22280",31383,"VIVEKANAND COMPUTER SANSTHAN VIDISHA","Private Un-Aided",1,1,0,1,3,5,1,0,0.6
"22286",31397,"COMPUTER CORNER EDUCATIONAL SOCIETY, ITARSI","Private Un-Aided",1,1,3,6,0,4,1,0.5,0
"22288",31401,"CENTRE OF COMPUTER & INFORMATION TECHNOLOGY SIHORA","Private Un-Aided",0,1,2,7,1,2,0,0.285714285714286,0.5
"22291",31407,"KALPTARU COMPUTER INDORE","Private Un-Aided",0,1,2,4,1,2,0,0.5,0.5
"22293",31411,"ADVANCE COURSES OF COMPUTER APPLICATION JABALPUR","Private Un-Aided",0,1,6,6,3,3,0,1,1
"22306",31434,"RASS-JB INSTITUTE FOR PROFESSIONAL STUDIES DATIA","Private Un-Aided",0,1,2,5,1,2,0,0.4,0.5
"22313",31443,"KRISHNA INFOTECH BHOPAL","Private Un-Aided",0,1,6,9,4,4,0,0.666666666666667,1
"22316",31447,"ABLAZE INSTITUTE, BHILAI","Private Aided",0,1,1,3,3,4,0,0.333333333333333,0.75
"22317",31449,"BALMIK ELECTRONIC SOFTWARE TECHNOLOGY (BEST) JHABUA","Local Body",0,1,0,1,0,2,0,0,0
"22319",31451,"RAJEEV GANDHI INSTITUTE  OF MEDIA  AND TECHNOLOGY, JABALPUR","Private Un-Aided",1,1,3,4,3,4,1,0.75,0.75
"22322",31460,"CENTRE OF COMPUTER AND SOFTWARE EDUCATION JABALPUR","Private Un-Aided",0,1,4,8,1,3,0,0.5,0.333333333333333
"22325",31465,"ARIHANT COMPUTERS BALAGHAT","Private Un-Aided",1,1,5,7,4,5,1,0.714285714285714,0.8
"22328",31468,"I-CAT INSTITUTE OF COMPUTER APPLICATION & TECHNOLOGY JABALPUR","Private Un-Aided",0,1,4,6,1,2,0,0.666666666666667,0.5
"22331",31473,"NEW HI-TECH COMPUTER CENTRE BARELI","Private Un-Aided",0,1,0,1,0,4,0,0,0
"22333",31476,"PADMA DEVI INSTITUTE OF COMPUTER & ENGINEERING RAIPUR","Private Un-Aided",0,1,4,9,0,3,0,0.444444444444444,0
"22334",31478,"CENTRE FOR ADVANCED COMPUTER TRAINING B.J.S. BHOPAL","University",0,2,3,4,2,2,0,0.75,1
"22335",31481,"SIM COMPUTER EDUCATION DONGARGARH","Private Un-Aided",0,1,0,5,0,5,0,0,0
"22338",31489,"BHARAT INSTITUTE OF TECHNOLOGY AND SCIENCE DATIA","Private Un-Aided",0,1,2,5,2,3,0,0.4,0.666666666666667
"22350",31508,"ACADEMY OF COMPUTER SCIENCE & TECHNOLOGY JABALPUR","Private Un-Aided",2,5,2,5,8,15,0.4,0.4,0.533333333333333
"22351",31509,"IAAN SCHOOL OF MASS COMMUNICATION, NEW DELHI","Local Body",0,2,5,14,5,10,0,0.357142857142857,0.5
"22372",31551,"COLLEGE OF COMPUTERS & COMMUNICATION JABALPUR","Private Un-Aided",0,2,17,33,3,4,0,0.515151515151515,0.75
"22374",31554,"WADHWANI INSTITUE OF COMPUTER TECHNOLOGY BHOPAL","Private Un-Aided",1,2,2,4,3,3,0.5,0.5,1
"22379",31566,"SHRI SHARDA INSTITUTE OF COMPUTER APPLICATION & INFORMATION TECHNOLOGY MAIHAR","Private Un-Aided",0,1,3,7,2,2,0,0.428571428571429,1
"22387",31579,"GYAN SAGAR INSTITUTE OF COMPUTER SCIENCE & APPLICATION JABALPUR","Private Un-Aided",0,1,5,7,1,3,0,0.714285714285714,0.333333333333333
"22389",31582,"G-INTITUTE OF INFORMATION TECHNOLOGY RAJNANDGAON","Private Un-Aided",0,1,0,3,0,5,0,0,0
"22391",31587,"SOFT LINE COMPUTER CENTRE BHOPAL","Private Un-Aided",0,1,0,1,4,6,0,0,0.666666666666667
"22392",31591,"JABALPUR COMPUTERS & INFORMATION TECHNOLOGY JABALPUR","Private Un-Aided",1,1,2,3,1,3,1,0.666666666666667,0.333333333333333
"22395",31596,"SWAMI VIVEKANAND INSTITUTE OF INFORMATION & TECHNOLOGY GORAKHPUR","Private Un-Aided",0,3,0,4,0,1,0,0,0
"22402",31605,"Govt.College, Badanagar","State Government",0,1,3,13,1,7,0,0.230769230769231,0.142857142857143
"22412",31619,"Madhav Science College,Kothi Road,Ujjain","State Government",1,1,20,41,10,16,1,0.48780487804878,0.625
"22413",31620,"Govt. Vikram College, Khachraud","State Government",1,1,8,12,4,9,1,0.666666666666667,0.444444444444444
"22423",31636,"Shri J.N.Law College, Mandsaur","Private Un-Aided",0,1,2,5,4,5,0,0.4,0.8
"22424",31637,"Gyan Mandir College, Neemuch","Private Aided",0,1,0,1,1,3,0,0,0.333333333333333
"22432",31649,"Inst. Of Paramedical Sc. And College of Physiotherapy, Surasa, Ujjain","Private Un-Aided",0,2,12,14,2,6,0,0.857142857142857,0.333333333333333
"22434",31651,"R.D.G.D. College Of Nursing, Ujjain","Private Un-Aided",1,1,31,36,12,21,1,0.861111111111111,0.571428571428571
"22438",31655,"J.N.S.Govt.College, Shujalpur","State Government",0,1,7,17,14,29,0,0.411764705882353,0.482758620689655
"22441",31658,"Govt. K.P.College, Dewas","State Government",0,1,15,26,1,3,0,0.576923076923077,0.333333333333333
"22445",31664,"Govt.Kalidas Girls College,Ujjain","State Government",0,1,17,22,2,7,0,0.772727272727273,0.285714285714286
"22446",31666,"Govt. Girls College, Dewas","State Government",1,1,8,12,4,8,1,0.666666666666667,0.5
"22467",31692,"Gyanoday Institute of Nursing Kanavati, Neemuch","Private Un-Aided",0,1,1,6,7,25,0,0.166666666666667,0.28
"22473",31701,"Govt. College,Nagda","State Government",0,1,5,11,1,3,0,0.454545454545455,0.333333333333333
"22485",31714,"New Era College of Education, Dewas","Private Un-Aided",0,1,6,8,0,2,0,0.75,0
"22495",31724,"Vardhman College Of Prof.Studies, Nagda","Private Un-Aided",0,1,9,13,1,3,0,0.692307692307692,0.333333333333333
"22506",31739,"Govt. College of Education, Ujjain","State Government",0,1,4,10,1,3,0,0.4,0.333333333333333
"22511",31747,"Jai Bharti College,Chand ka kuan Abdalpura, Ujjain","University",3,5,7,17,3,7,0.6,0.411764705882353,0.428571428571429
"22516",31753,"ISHWAR CHAND VIDHYA SAGAR COLLEGE JAWA,REWA","Private Un-Aided",0,1,1,16,2,28,0,0.0625,0.0714285714285714
"22533",31778,"YAMUNA PRASAD SHASTRI COLLEGE SEMARIA,REWA","Local Body",0,1,0,3,4,14,0,0,0.285714285714286
"22540",31788,"GOVT.G.D.C COLLEGE,REWA","State Government",0,1,24,35,12,18,0,0.685714285714286,0.666666666666667
"22545",31794,"M.J M C NURSING & REASEARCH,SHERGANJ,SATNA","Private Un-Aided",0,2,4,6,11,22,0,0.666666666666667,0.5
"22558",31814,"NISAD COLLEGE OF NARSING  & ALLIED SCIENCE'S, SATNA","Private Aided",1,1,0,6,10,22,1,0,0.454545454545455
"22570",31830,"S. I. N. P. S. JANKI KUND CHITRAKUT, SATNA","Private Un-Aided",0,1,0,3,0,2,0,0,0
"22572",31833,"S.I.T.E ,SINGRAULI","Private Un-Aided",0,1,11,22,2,6,0,0.5,0.333333333333333
"22574",31835,"CHAURASHIYA PAIRAMEDICAL INSTITUT REWA","Private Un-Aided",1,1,2,11,15,31,1,0.181818181818182,0.483870967741935
"22601",31868,"GOVT.COLLEGE,NAGOD,SATNA","State Government",0,1,0,5,8,18,0,0,0.444444444444444
"22604",31872,"GOVT.INDIRA GANDHI GIRLS COLLEGE,SATNA","State Government",0,1,13,15,38,50,0,0.866666666666667,0.76
"22606",31874,"COLLEGE OF LAW & LEGAL  AID,SHAHDOL","Private Un-Aided",0,1,0,2,0,6,0,0,0
"22607",31875,"GOVT.S.S MEDICAL COLLEGE,REWA","State Government",0,1,28,111,14,47,0,0.252252252252252,0.297872340425532
"22612",31881,"RAJIV GANDHI COLLEGE,WAISDHAN,SINGRAULI","Private Un-Aided",0,1,18,26,2,6,0,0.692307692307692,0.333333333333333
"22613",31883,"GOVT.EDUCATION COLLEGE,REWA","State Government",0,1,4,7,0,1,0,0.571428571428571,0
"22615",31886,"SANSKAR LAW COLLEGE,ANUPPUR","Private Un-Aided",0,2,0,5,0,3,0,0,0
"22618",31889,"SHIVANI PARAMADICAL INSTITUTE,SHAHDOL","Private Un-Aided",0,2,4,10,0,2,0,0.4,0
"22621",31892,"PANTIUM POINT TACHQUNICAL COLLEG REWA","Local Body",1,2,13,32,3,9,0.5,0.40625,0.333333333333333
"22624",31896,"SHAUDAMINI INSTITUT OF NARSHING AND RISARCH REWA","Private Aided",1,1,2,4,20,33,1,0.5,0.606060606060606
"22626",31898,"S I  P STUDYIES, AJAD NAGAR,  URRHAT,  REWA","Private Un-Aided",0,1,8,18,4,7,0,0.444444444444444,0.571428571428571
"22628",31902,"B.C.M College of Nursing","Private Un-Aided",1,1,3,3,21,21,1,1,1
"22629",31908,"Vivekanand College of Nursing","Private Un-Aided",1,1,5,8,22,22,1,0.625,1
"22633",32596,"Vaish College, Bhiwani","Private Aided",0,2,14,32,20,33,0,0.4375,0.606060606060606
"22636",32599,"Royal Institute of Manag.& Advance Stu., Ratlam","Local Body",1,2,30,45,2,3,0.5,0.666666666666667,0.666666666666667
"22641",32604,"Govt. Shaheed Bhagat Singh College, Jaora","State Government",1,1,10,27,7,13,1,0.37037037037037,0.538461538461538
"22643",32606,"Govt. Arts & Science College, Ratlam","State Government",0,1,15,44,28,37,0,0.340909090909091,0.756756756756757
"22647",32611,"Dr.K.N.Kataju Law College, Ratlam","Private Un-Aided",1,1,0,3,1,1,1,0,1
"22652",32616,"Swami Vivekanand Govt. Commerce College, Ratlam","State Government",1,1,1,11,5,6,1,0.0909090909090909,0.833333333333333
"22654",32618,"Govt. College, Neemuch","State Government",0,1,6,21,14,26,0,0.285714285714286,0.538461538461538
"22659",32624,"Govt. Degree College, Chebrolu","State Government",1,1,1,11,1,2,1,0.0909090909090909,0.5
"22670",32639,"V.R.S. & Y.R.N. College","Private Aided",0,1,18,60,4,7,0,0.3,0.571428571428571
"22686",32659,"St. Paul's College of Education","Private Un-Aided",1,1,18,27,1,1,1,0.666666666666667,1
"22711",32691,"S.K.B.R. Govt. College","State Government",0,1,6,16,1,7,0,0.375,0.142857142857143
"22716",32697,"S.G.K. Oriental College","Private Aided",0,1,1,3,1,1,0,0.333333333333333,1
"22719",32701,"J.K.C. College","Private Aided",1,2,52,106,0,1,0.5,0.490566037735849,0
"22724",32708,"T.J.P.S. College","Private Aided",0,1,3,16,66,114,0,0.1875,0.578947368421053
"22782",32779,"Bapatla College of Arts & Science","Private Aided",1,1,5,22,19,31,1,0.227272727272727,0.612903225806452
"22788",32788,"SIMS College of Pharmacy","Private Un-Aided",0,1,18,29,1,5,0,0.620689655172414,0.2
"22789",32790,"D.R.N.S.C.V.S. College","Private Aided",1,1,4,21,1,10,1,0.19047619047619,0.1
"22793",32794,"K.L.N. Sanskrit College","Private Aided",0,1,0,1,0,2,0,0,0
"22795",32796,"C.R. College","Private Aided",0,1,10,29,15,37,0,0.344827586206897,0.405405405405405
"22805",32810,"S.V.R.M. College","Private Aided",0,1,3,13,7,29,0,0.230769230769231,0.241379310344828
"22807",32812,"J.M.J. College for Women","Private Aided",1,1,47,52,1,1,1,0.903846153846154,1
"22820",32829,"Mahatma Gandhi College","Private Un-Aided",0,1,14,20,3,4,0,0.7,0.75
"22827",32838,"Lok Nayak Jayaprakash Narayan National Institute of Criminology and Forensic Science","Central Government",0,2,5,16,10,30,0,0.3125,0.333333333333333
"22828",32839,"St . Stephen's College of Nursing","Local Body",1,1,9,9,29,35,1,1,0.828571428571429
"22829",32840,"Kamal Institute of Higher Education & Advance Technology","Private Un-Aided",1,2,29,44,1,2,0.5,0.659090909090909,0.5
"22835",32847,"Maharaja Surajmal Institute","Private Un-Aided",0,1,43,63,1,1,0,0.682539682539683,1
"22839",32851,"AMBEDKAR INSTITUTE OF ADVANCED COMMUNICATION TECHNOLOGIES AND RESEARCH , GEETA COLONY DELHI","State Government",0,1,13,31,23,57,0,0.419354838709677,0.403508771929825
"22840",32852,"Guru Nanak Institute of Management","Private Un-Aided",1,1,11,15,3,4,1,0.733333333333333,0.75
"22846",32858,"Lingaya's Lalita Devi Institute of Management & Sciences","Private Un-Aided",1,1,33,54,3,6,1,0.611111111111111,0.5
"22847",32859,"Delhi Institute of Rural Development","Private Un-Aided",0,1,10,34,0,3,0,0.294117647058824,0
"22849",32861,"Maharaja Surajmal Institute of Technology","Private Un-Aided",1,1,87,123,1,1,1,0.707317073170732,1
"22850",32863,"Bharati Vidyapeeth's College of Engineering","Private Un-Aided",0,1,55,108,15,23,0,0.509259259259259,0.652173913043478
"22852",32866,"National Power Training Institute","Central Government",1,5,0,7,1,18,0.2,0,0.0555555555555556
"22855",32871,"Amity School of Engineering & Technology","Private Un-Aided",1,1,31,67,1,3,1,0.462686567164179,0.333333333333333
"22856",32872,"Jagannath International Management School,Vasant Kunj","Private Un-Aided",0,1,35,53,1,8,0,0.660377358490566,0.125
"22860",32877,"Dr. Ram Manohar Lohia Hospital(PGIMER)","Central Government",0,1,56,170,14,21,0,0.329411764705882,0.666666666666667
"22862",32880,"Delhi Institute of Tool Engineering","State Government",0,1,5,29,6,22,0,0.172413793103448,0.272727272727273
"22867",32885,"Kasturi Ram College of Higher Education","Private Un-Aided",1,1,18,27,6,11,1,0.666666666666667,0.545454545454545
"22868",32886,"Ideal Institute of Management & Technology","Private Un-Aided",0,2,38,48,4,5,0,0.791666666666667,0.8
"22872",32890,"Delhi Teachers Training College","Private Un-Aided",0,1,8,8,1,11,0,1,0.0909090909090909
"22874",32892,"Banarasi Das Chandiwala Institute of Physiotherapy","Private Un-Aided",0,1,6,8,9,15,0,0.75,0.6
